state,average_listing_price,density
MS,188660.44444444444,63
MS,194564.55555555556,63
MS,239150.16666666666,63
MS,186373.33333333334,63
MS,205332.75,63
MS,220725.16666666666,63
MS,185822.08333333334,63
MS,141930.41666666666,63
MS,232379.33333333334,63
MS,280572.0833333333,63
MS,243889.66666666666,63
MS,261913.0,63
MS,189447.91666666666,63
MS,196453.91666666666,63
MS,363861.9166666667,63
MS,194490.16666666666,63
MS,260580.5,63
MS,176155.0,63
MS,185962.58333333334,63
MS,287642.0833333333,63
MS,227110.66666666666,63
MS,315395.5833333333,63
MS,478642.5,63
MS,181601.08333333334,63
MS,263401.5833333333,63
MS,232361.0,63
MS,308446.1666666667,63
MS,216871.0,63
MS,290079.25,63
MS,289010.1666666667,63
MT,228052.62376237623,7
MT,330371.3141025641,7
MT,335125.71875,7
MT,291677.4375,7
MT,353509.8333333333,7
MT,461098.51666666666,7
MT,715996.5,7
MT,488991.75,7
MT,280451.3333333333,7
MT,848669.75,7
MT,647489.3888888889,7
MT,302906.25,7
MT,832011.625,7
MT,226721.08333333334,7
MT,371976.75,7
NC,413865.75,214
NC,212753.16666666666,214
NC,193406.5,214
NC,164070.58333333334,214
NC,451800.3333333333,214
NC,442722.3333333333,214
NC,181138.83333333334,214
NC,154307.83333333334,214
NC,276418.6666666667,214
NC,237656.75,214
NC,381910.9166666667,214
NC,141862.91666666666,214
NC,260132.625,214
NC,287342.3333333333,214
NC,276354.1666666667,214
NC,399253.8333333333,214
NC,268952.4583333333,214
NC,317340.625,214
NC,213381.58333333334,214
NC,307578.5416666667,214
NC,137692.41666666666,214
NC,304623.7916666667,214
NC,261642.75,214
NC,288781.3333333333,214
NC,361967.1666666667,214
NC,633321.0833333334,214
NC,483840.4166666667,214
NC,158299.83333333334,214
NC,296997.9166666667,214
NC,600881.4166666666,214
NC,574735.5555555555,214
NC,253061.83333333334,214
NC,349814.9166666667,214
NC,346336.6666666667,214
NC,385517.75,214
NC,374687.2916666667,214
NC,441206.1666666667,214
NC,452376.0833333333,214
NC,375000.0416666667,214
NC,166886.75,214
NC,345600.6666666667,214
NC,258515.58333333334,214
NC,168263.91666666666,214
NC,312362.1666666667,214
NC,294026.25,214
NC,343500.6666666667,214
NC,377622.3333333333,214
NC,328055.72222222225,214
NC,214263.75,214
NC,300157.25,214
NC,358303.3333333333,214
NC,556622.9166666666,214
NC,205257.83333333334,214
NC,226127.41666666666,214
NC,228460.66666666666,214
NC,194075.41666666666,214
NC,197411.91666666666,214
NC,280482.4166666667,214
NC,240161.83333333334,214
NC,270580.4166666667,214
NC,246689.83333333334,214
NC,287338.75,214
NC,288351.6666666667,214
NC,292943.8333333333,214
NC,468420.5833333333,214
NC,249282.5,214
NC,549088.4166666666,214
NC,511998.1666666667,214
NC,523551.8333333333,214
NC,497024.4166666667,214
NC,383303.6666666667,214
NC,291788.1666666667,214
NC,594399.0,214
NC,203048.66666666666,214
NC,338873.5833333333,214
NC,300485.0,214
NC,358851.4166666667,214
NC,380006.5,214
NC,405719.3333333333,214
NC,556138.6666666666,214
NC,480610.4166666667,214
NC,531255.0833333334,214
ND,736557.2631578947,11
ND,139456.84146341463,11
ND,144028.69565217392,11
ND,145817.34065934067,11
ND,363476.875,11
ND,270787.69444444444,11
ND,447966.7916666667,11
ND,181034.91666666666,11
ND,169121.95833333334,11
ND,206965.80555555556,11
ND,196198.91666666666,11
ND,158556.75,11
ND,275804.75,11
ND,330694.8333333333,11
ND,274798.9166666667,11
ND,243081.91666666666,11
ND,262713.0833333333,11
ND,341294.25,11
ND,317346.0833333333,11
NE,154571.5303030303,25
NE,219887.0158730159,25
NE,160093.58333333334,25
NE,176486.01470588235,25
NE,187546.4,25
NE,155280.11428571428,25
NE,132966.91666666666,25
NE,171899.2210526316,25
NE,190558.75,25
NE,196622.83333333334,25
NE,138555.04166666666,25
NE,210256.52083333334,25
NE,163588.75,25
NE,165196.0,25
NE,149094.10416666666,25
NE,214086.75,25
NE,178590.83333333334,25
NE,175480.69444444444,25
NE,142586.58333333334,25
NE,155978.83333333334,25
NE,186188.45833333334,25
NE,178115.27777777778,25
NE,371858.4166666667,25
NE,250761.66666666666,25
NE,305944.3333333333,25
NE,246229.25,25
NE,250240.75,25
NE,247750.83333333334,25
NE,390256.25,25
NE,232819.08333333334,25
NE,241298.0,25
NE,230972.25,25
NE,222864.5,25
NE,240007.5,25
NE,332795.6666666667,25
NE,340864.75,25
NE,356029.25,25
NH,243377.66666666666,153
NH,446935.8333333333,153
NH,364358.3333333333,153
NH,332336.5833333333,153
NH,555211.25,153
NH,400886.3333333333,153
NH,392762.9166666667,153
NH,564268.25,153
NH,422791.3333333333,153
NJ,170238.41666666666,1263
NJ,342616.3333333333,1263
NJ,610471.25,1263
NJ,296707.1666666667,1263
NJ,162040.41666666666,1263
NJ,759003.9166666666,1263
NJ,430177.5,1263
NJ,341930.1666666667,1263
NJ,237845.66666666666,1263
NJ,494543.8333333333,1263
NJ,678731.4166666666,1263
NJ,721653.5833333334,1263
NJ,767517.5,1263
NJ,515130.75,1263
NJ,241966.91666666666,1263
NJ,444936.3333333333,1263
NJ,413251.9166666667,1263
NJ,920744.0833333334,1263
NJ,538328.8333333334,1263
NJ,578286.8333333334,1263
NJ,668357.3333333334,1263
NM,204290.42857142858,17
NM,212781.3142857143,17
NM,266138.1111111111,17
NM,275127.1666666667,17
NM,437916.1666666667,17
NM,285675.2083333333,17
NM,549630.8333333334,17
NM,222110.41666666666,17
NM,193419.41666666666,17
NM,229133.75,17
NM,161092.83333333334,17
NM,275664.0833333333,17
NM,556356.6666666666,17
NM,233080.33333333334,17
NM,260914.08333333334,17
NM,189470.0,17
NM,388542.5833333333,17
NM,301487.25,17
NM,273391.5833333333,17
NM,891996.0833333334,17
NM,423899.1666666667,17
NM,353716.8333333333,17
NV,456010.6666666667,28
NV,256274.4,28
NV,301795.0833333333,28
NV,319619.4166666667,28
NV,303658.5833333333,28
NV,386151.75,28
NV,376695.9166666667,28
NV,2020723.9166666667,28
NV,1083271.0,28
NV,476839.25,28
NV,469767.0,28
NY,416341.8333333333,428
NY,289003.625,428
NY,366316.5833333333,428
NY,268557.6666666667,428
NY,161386.91666666666,428
NY,288645.9166666667,428
NY,128650.91666666667,428
NY,195706.08333333334,428
NY,183074.0,428
NY,299516.6666666667,428
NY,269394.9166666667,428
NY,218735.41666666666,428
NY,153673.0,428
NY,324864.0416666667,428
NY,398033.9166666667,428
NY,536669.6666666666,428
NY,232462.91666666666,428
NY,275819.8333333333,428
NY,243718.75,428
NY,175240.20833333334,428
NY,427673.2083333333,428
NY,192257.58333333334,428
NY,298140.5,428
NY,203146.83333333334,428
NY,283281.1666666667,428
NY,169918.41666666666,428
NY,234858.08333333334,428
NY,201363.0,428
NY,167916.58333333334,428
NY,202601.91666666666,428
NY,476085.75,428
NY,351342.4166666667,428
NY,191224.83333333334,428
NY,161371.0,428
NY,374026.1666666667,428
NY,261213.66666666666,428
NY,169108.91666666666,428
NY,437469.75,428
NY,551015.0,428
NY,194676.08333333334,428
NY,601492.1666666666,428
NY,404123.8333333333,428
NY,327500.9166666667,428
NY,300125.0,428
NY,261289.08333333334,428
NY,299687.1666666667,428
NY,270256.6666666667,428
NY,1605627.3333333333,428
NY,594625.6666666666,428
NY,1058339.75,428
NY,1043515.6666666666,428
NY,858560.4166666666,428
NY,731090.3333333334,428
NY,564179.4166666666,428
NY,1301636.6666666667,428
NY,3407044.25,428
OH,274739.6666666667,288
OH,183521.91666666666,288
OH,147844.75,288
OH,226464.83333333334,288
OH,134480.75,288
OH,168674.58333333334,288
OH,169668.41666666666,288
OH,181190.5,288
OH,191568.33333333334,288
OH,207145.75,288
OH,168047.0,288
OH,130778.5,288
OH,214374.5,288
OH,211082.58333333334,288
OH,127263.08333333333,288
OH,157852.375,288
OH,221426.91666666666,288
OH,164358.91666666666,288
OH,180023.0,288
OH,205227.13888888888,288
OH,128336.41666666667,288
OH,214142.0,288
OH,192280.66666666666,288
OH,175265.66666666666,288
OH,164617.25,288
OH,319607.6666666667,288
OH,191744.83333333334,288
OH,179289.0,288
OH,223423.5,288
OH,274881.9166666667,288
OH,231952.91666666666,288
OH,197258.0,288
OH,186886.08333333334,288
OH,201721.0,288
OH,219556.41666666666,288
OH,168917.41666666666,288
OH,217912.625,288
OH,151247.25,288
OH,200798.91666666666,288
OH,207654.16666666666,288
OH,170315.5,288
OH,228437.25,288
OH,165775.5,288
OH,268958.0833333333,288
OH,164075.41666666666,288
OH,282848.6666666667,288
OH,339485.3333333333,288
OH,134743.75,288
OH,142828.0,288
OH,187680.91666666666,288
OH,165841.66666666666,288
OH,232593.41666666666,288
OH,300723.1666666667,288
OH,449966.8333333333,288
OH,183567.58333333334,288
OH,177914.16666666666,288
OH,306240.75,288
OH,247356.41666666666,288
OH,276206.9166666667,288
OH,271893.25,288
OH,141196.08333333334,288
OH,298545.6666666667,288
OH,160301.16666666666,288
OH,275376.25,288
OH,382502.5,288
OH,367564.6666666667,288
OH,509040.4166666667,288
OH,183169.66666666666,288
OH,440249.8333333333,288
OH,241621.91666666666,288
OH,219497.75,288
OH,269867.5,288
OH,266278.1666666667,288
OH,193067.83333333334,288
OH,194889.66666666666,288
OH,226907.58333333334,288
OH,391496.25,288
OH,369991.1666666667,288
OH,275039.0,288
OK,143458.91666666666,57
OK,136059.25,57
OK,125503.11428571428,57
OK,118239.20833333333,57
OK,132765.5,57
OK,131793.77083333334,57
OK,126396.58333333333,57
OK,141278.13888888888,57
OK,106636.41666666667,57
OK,194699.95833333334,57
OK,171365.0,57
OK,246056.7,57
OK,206832.91666666666,57
OK,321264.0,57
OK,237349.58333333334,57
OK,129783.33333333333,57
OK,174405.5,57
OK,142877.83333333334,57
OK,202644.25,57
OK,190621.72222222222,57
OK,197009.75,57
OK,178593.30555555556,57
OK,215146.33333333334,57
OK,124026.0,57
OK,341035.4166666667,57
OK,139397.16666666666,57
OK,185378.33333333334,57
OK,287204.5,57
OK,166761.58333333334,57
OK,390016.75,57
OK,238005.875,57
OK,250086.125,57
OK,219908.91666666666,57
OK,123387.41666666667,57
OK,271286.25,57
OK,311609.1666666667,57
OK,192436.0,57
OK,154866.16666666666,57
OK,196588.83333333334,57
OK,151165.83333333334,57
OK,247405.08333333334,57
OK,171626.0,57
OK,297526.1666666667,57
OK,362296.5,57
OK,254669.33333333334,57
OK,302914.0,57
OK,377265.0833333333,57
OK,355383.5,57
OR,246953.08333333334,44
OR,257218.88571428572,44
OR,463099.75,44
OR,309994.25,44
OR,353436.5416666667,44
OR,638307.3333333334,44
OR,376385.1666666667,44
OR,369511.5833333333,44
OR,500234.5,44
OR,632866.1666666666,44
OR,463043.5,44
OR,389455.3333333333,44
OR,389370.5833333333,44
OR,738052.6666666666,44
OR,623291.9166666666,44
OR,498041.5,44
OR,542571.1666666666,44
OR,448538.4166666667,44
OR,693521.0,44
OR,524254.0,44
OR,468825.1666666667,44
OR,470449.5,44
OR,601503.0,44
OR,618648.25,44
OR,715298.4166666666,44
OR,434831.1666666667,44
OR,597067.0833333334,44
OR,583678.0,44
PA,160662.16666666666,290
PA,211566.5,290
PA,165114.41666666666,290
PA,121167.5,290
PA,254904.66666666666,290
PA,235012.75,290
PA,249943.16666666666,290
PA,115176.58333333333,290
PA,205602.41666666666,290
PA,122344.75,290
PA,209024.66666666666,290
PA,237518.25,290
PA,202417.91666666666,290
PA,179353.0,290
PA,307828.0,290
PA,204034.08333333334,290
PA,240460.08333333334,290
PA,176475.95833333334,290
PA,216870.0,290
PA,122220.66666666667,290
PA,169944.25,290
PA,223118.08333333334,290
PA,207766.66666666666,290
PA,179145.75,290
PA,244257.33333333334,290
PA,138125.0,290
PA,245640.41666666666,290
PA,194627.16666666666,290
PA,303520.25,290
PA,307853.6666666667,290
PA,346886.0833333333,290
PA,192173.83333333334,290
PA,191875.91666666666,290
PA,184735.41666666666,290
PA,165230.91666666666,290
PA,118179.66666666667,290
PA,141971.83333333334,290
PA,296848.1666666667,290
PA,240159.75,290
PA,186301.33333333334,290
PA,151609.08333333334,290
PA,313281.5833333333,290
PA,355793.1666666667,290
PA,224891.25,290
PA,216031.58333333334,290
PA,236132.58333333334,290
PA,204910.83333333334,290
PA,232191.0,290
PA,262818.5,290
PA,218117.16666666666,290
PA,313674.3333333333,290
PA,273194.0,290
PA,262085.58333333334,290
PA,239129.58333333334,290
PA,342986.5833333333,290
PA,583369.9166666666,290
PA,336501.0,290
PA,643765.25,290
PA,320173.5833333333,290
PA,331191.0,290
PA,554300.5,290
PA,493981.9166666667,290
PA,365321.5833333333,290
RI,850364.25,1061
RI,1097213.8333333333,1061
RI,382513.0833333333,1061
RI,360774.4166666667,1061
RI,789064.1666666666,1061
SC,586970.8333333334,170
SC,307417.9166666667,170
SC,313167.1666666667,170
SC,157534.36111111112,170
SC,545975.8333333334,170
SC,229215.625,170
SC,169075.0,170
SC,205503.16666666666,170
SC,310404.0833333333,170
SC,298771.9166666667,170
SC,305586.9583333333,170
SC,172478.25,170
SC,163955.58333333334,170
SC,169765.875,170
SC,185161.25,170
SC,137920.5,170
SC,224815.91666666666,170
SC,527974.6666666666,170
SC,314529.0,170
SC,274729.1666666667,170
SC,174986.83333333334,170
SC,530824.0,170
SC,205992.66666666666,170
SC,309534.1666666667,170
SC,319784.0833333333,170
SC,203607.16666666666,170
SC,217756.25,170
SC,368924.75,170
SC,462801.6666666667,170
SC,468133.0,170
SC,312763.3333333333,170
SC,296790.5,170
SC,310444.9166666667,170
SC,668273.5,170
SC,309259.9166666667,170
SC,408265.4166666667,170
SC,287332.5,170
SC,842073.0833333334,170
SC,262384.3333333333,170
SC,391916.1666666667,170
SD,92471.05882352941,11
SD,131160.41666666666,11
SD,198742.0655737705,11
SD,188418.3103448276,11
SD,191305.43055555556,11
SD,278948.3333333333,11
SD,171417.42372881356,11
SD,126578.04166666667,11
SD,271154.5833333333,11
SD,194982.36111111112,11
SD,193419.08333333334,11
SD,205700.36111111112,11
SD,224634.0,11
SD,174347.33333333334,11
SD,333773.3333333333,11
SD,214807.5,11
SD,264549.4166666667,11
SD,459953.1666666667,11
SD,307888.7916666667,11
SD,341494.75,11
SD,240826.91666666666,11
SD,279072.3333333333,11
SD,240128.66666666666,11
SD,220562.58333333334,11
SD,361583.8333333333,11
SD,334732.75,11
TN,368898.3333333333,167
TN,249475.45833333334,167
TN,238076.75,167
TN,400441.8333333333,167
TN,342551.0833333333,167
TN,120655.83333333333,167
TN,256163.0,167
TN,384070.0833333333,167
TN,280318.4166666667,167
TN,226466.38888888888,167
TN,208127.33333333334,167
TN,311126.3125,167
TN,197427.125,167
TN,106053.91666666667,167
TN,240716.83333333334,167
TN,199894.33333333334,167
TN,358215.0833333333,167
TN,307141.0,167
TN,342843.0,167
TN,497026.75,167
TN,267002.8333333333,167
TN,165007.5,167
TN,192222.83333333334,167
TN,284780.0,167
TN,152674.08333333334,167
TN,265969.5416666667,167
TN,428840.5,167
TN,307019.1666666667,167
TN,300818.5,167
TN,349226.25,167
TN,331637.5,167
TN,226560.95833333334,167
TN,307483.125,167
TN,259242.25,167
TN,457231.1666666667,167
TN,292993.8333333333,167
TN,244975.5,167
TN,235911.625,167
TN,358660.3333333333,167
TN,285354.5833333333,167
TN,311813.3333333333,167
TN,299686.0,167
TN,237652.83333333334,167
TN,375836.8333333333,167
TN,302726.9166666667,167
TN,407898.0,167
TN,308416.9166666667,167
TN,263497.25,167
TN,235687.83333333334,167
TN,215796.83333333334,167
TN,223374.16666666666,167
TN,302121.6666666667,167
TN,372384.5,167
TN,354658.6666666667,167
TN,342133.25,167
TN,392540.25,167
TN,254913.41666666666,167
TN,438219.5833333333,167
TN,226070.33333333334,167
TN,371019.2916666667,167
TN,292116.0833333333,167
TN,491301.1666666667,167
TN,448356.25,167
TN,433210.0,167
TN,295865.5833333333,167
TN,420547.8333333333,167
TN,294281.0,167
TN,262622.1666666667,167
TN,327802.25,167
TN,276741.75,167
TN,946079.0833333334,167
TN,359531.8333333333,167
TN,380073.5,167
TN,406885.6666666667,167
TN,277773.0,167
TN,572948.0,167
TX,227405.52173913043,111
TX,172053.75694444444,111
TX,260999.47619047618,111
TX,187609.58522727274,111
TX,197097.95,111
TX,202306.23611111112,111
TX,224051.63333333333,111
TX,381075.8541666667,111
TX,244787.52083333334,111
TX,242973.4537037037,111
TX,190480.33333333334,111
TX,178530.95833333334,111
TX,203555.22222222222,111
TX,178816.88888888888,111
TX,218998.45833333334,111
TX,228186.25,111
TX,364324.1666666667,111
TX,226325.58333333334,111
TX,283010.5,111
TX,240992.56666666668,111
TX,266918.3888888889,111
TX,206627.13333333333,111
TX,342266.9583333333,111
TX,159433.30555555556,111
TX,245795.375,111
TX,457299.6388888889,111
TX,460976.4166666667,111
TX,300626.5833333333,111
TX,303303.4583333333,111
TX,530424.9166666666,111
TX,235231.63888888888,111
TX,208637.91666666666,111
TX,225246.25,111
TX,226796.97222222222,111
TX,556665.6666666666,111
TX,264019.625,111
TX,276531.30555555556,111
TX,308013.2916666667,111
TX,252473.83333333334,111
TX,219744.91666666666,111
TX,169556.75,111
TX,373661.75,111
TX,390668.84722222225,111
TX,327619.6666666667,111
TX,446272.7083333333,111
TX,282289.75,111
TX,245340.58333333334,111
TX,262852.4166666667,111
TX,220444.33333333334,111
TX,217940.91666666666,111
TX,378654.4166666667,111
TX,385665.5833333333,111
TX,349553.5416666667,111
TX,816214.1666666666,111
TX,280978.8333333333,111
TX,330991.1666666667,111
TX,293246.0833333333,111
TX,364041.1666666667,111
TX,289372.4583333333,111
TX,329677.9166666667,111
TX,271509.4583333333,111
TX,228633.83333333334,111
TX,369996.0,111
TX,412426.625,111
TX,269193.0833333333,111
TX,288901.75,111
TX,276760.5833333333,111
TX,223976.75,111
TX,279360.5,111
TX,371223.0833333333,111
TX,352200.5833333333,111
TX,250349.58333333334,111
TX,286886.1666666667,111
TX,336555.5833333333,111
TX,360718.3333333333,111
TX,322717.1666666667,111
TX,263022.1666666667,111
TX,409088.75,111
TX,399063.1666666667,111
TX,305085.5833333333,111
TX,452841.25,111
TX,355844.0833333333,111
TX,194686.91666666666,111
TX,354276.9166666667,111
TX,332144.6666666667,111
TX,292646.25,111
TX,390020.25,111
TX,196186.0,111
TX,305727.5833333333,111
TX,428283.75,111
TX,258606.0,111
TX,283659.9166666667,111
TX,267756.8333333333,111
TX,457568.6666666667,111
TX,354999.75,111
TX,344275.75,111
TX,293245.3333333333,111
TX,326304.5,111
TX,378715.5,111
TX,254316.0,111
TX,456130.6666666667,111
TX,449642.8333333333,111
TX,220853.66666666666,111
TX,391230.1666666667,111
TX,414191.0,111
TX,511544.0833333333,111
TX,473582.6666666667,111
TX,733010.4166666666,111
TX,349973.0833333333,111
TX,413086.75,111
TX,479386.75,111
TX,625838.5,111
UT,414026.75,39
UT,369611.1666666667,39
UT,420290.4375,39
UT,430957.25,39
UT,220843.66666666666,39
UT,240666.33333333334,39
UT,366586.9583333333,39
UT,270920.5,39
UT,221738.91666666666,39
UT,348909.9583333333,39
UT,814023.6666666666,39
UT,1997956.0,39
UT,1156410.75,39
UT,512535.5833333333,39
UT,399954.5,39
UT,512114.5,39
UT,471200.1666666667,39
UT,497312.75,39
UT,599935.8333333334,39
VA,464310.25,218
VA,618060.4166666666,218
VA,337328.8333333333,218
VA,298633.5,218
VA,365211.0,218
VA,166257.16666666666,218
VA,232711.0,218
VA,304844.5833333333,218
VA,517095.75,218
VA,464948.3333333333,218
VA,181825.66666666666,218
VA,400571.0,218
VA,291048.4166666667,218
VA,240569.33333333334,218
VA,260578.16666666666,218
VA,559868.75,218
VA,158248.41666666666,218
VA,246412.36111111112,218
VA,239931.08333333334,218
VA,101377.5,218
VA,618525.1666666666,218
VA,365383.3333333333,218
VA,199965.08333333334,218
VA,272500.5416666667,218
VA,220248.0,218
VA,153699.5,218
VA,189989.33333333334,218
VA,367801.5,218
VA,422407.9166666667,218
VA,312747.19444444444,218
VA,276813.69444444444,218
VA,317865.6666666667,218
VA,257352.75,218
VA,291476.8333333333,218
VA,465113.6666666667,218
VA,274165.3333333333,218
VA,175874.75,218
VA,516121.9166666667,218
VA,362656.6666666667,218
VA,504873.1666666667,218
VA,943701.0,218
VA,358612.75,218
VA,608340.25,218
VA,136881.91666666666,218
VA,369064.4166666667,218
VA,358764.9166666667,218
VA,404461.4166666667,218
VA,465111.0833333333,218
VA,338407.375,218
VA,512435.0,218
VA,381034.75,218
VA,224606.33333333334,218
VA,1172636.75,218
VA,434222.8333333333,218
VA,384187.5833333333,218
VA,451682.0,218
VA,167686.16666666666,218
VA,461226.0833333333,218
VA,414086.1666666667,218
VA,786486.6666666666,218
VA,267286.0,218
VA,436147.0,218
VA,332846.1666666667,218
VA,356788.25,218
VA,419761.4166666667,218
VA,330248.5833333333,218
VA,426402.1666666667,218
VA,404560.75,218
VA,309352.4166666667,218
VA,106092.25,218
VA,460088.0,218
VA,447005.5833333333,218
VA,425184.25,218
VA,345390.5833333333,218
VA,421486.9166666667,218
VA,248821.0,218
VA,738496.8333333334,218
VA,120681.25,218
VA,392682.1666666667,218
VA,173108.08333333334,218
VA,162026.0,218
VA,222901.0,218
VA,209056.16666666666,218
VA,324823.75,218
VA,161871.66666666666,218
VA,418882.5833333333,218
VA,482903.1666666667,218
VA,169599.25,218
VA,279644.0833333333,218
VA,222742.58333333334,218
VA,263652.9166666667,218
VA,402900.0,218
VA,263188.0833333333,218
VA,476782.4166666667,218
VA,167835.5,218
VA,217165.0,218
VA,242168.58333333334,218
VA,219514.5,218
VA,521784.75,218
VA,224340.66666666666,218
VA,175111.5,218
VA,441887.0,218
VA,1025810.75,218
VA,396133.75,218
VA,315329.25,218
VA,353683.1666666667,218
VA,370543.0833333333,218
VA,284883.3333333333,218
VA,790178.25,218
VA,1116000.0,218
VA,978120.75,218
VA,1027077.1666666666,218
VA,1022671.25,218
VT,189545.0,69
VT,287458.5,69
VT,355699.5,69
VT,262115.75,69
VT,425245.0,69
VT,481058.25,69
VT,536720.1666666666,69
VT,418350.1666666667,69
VT,519423.6666666667,69
VT,331141.0,69
VT,251979.66666666666,69
VT,365716.5833333333,69
VT,458074.75,69
VT,476351.9166666667,69
WA,273091.875,115
WA,288578.9166666667,115
WA,525031.2916666666,115
WA,512045.8333333333,115
WA,218762.08333333334,115
WA,580058.25,115
WA,416301.4166666667,115
WA,473735.25,115
WA,792370.6666666666,115
WA,314778.8333333333,115
WA,522473.5,115
WA,349270.6666666667,115
WA,581040.0833333334,115
WA,367316.9166666667,115
WA,397923.5833333333,115
WA,363822.75,115
WA,280869.5833333333,115
WA,487061.0,115
WA,420275.6666666667,115
WA,361117.5,115
WA,401760.5,115
WA,642345.1666666666,115
WA,352835.4166666667,115
WA,454748.0,115
WA,1312129.0833333333,115
WA,564173.6666666666,115
WA,399889.4166666667,115
WA,438334.5833333333,115
WA,623177.5833333334,115
WA,492803.5,115
WA,631413.5833333334,115
WA,522155.6666666667,115
WA,632322.5,115
WA,531879.5,115
WA,1066159.0833333333,115
WI,203941.83333333334,108
WI,203076.0,108
WI,371130.5833333333,108
WI,260975.625,108
WI,360716.5,108
WI,220794.16666666666,108
WI,240248.25,108
WI,254631.94444444444,108
WI,237832.66666666666,108
WI,193398.16666666666,108
WI,317933.125,108
WI,217516.04166666666,108
WI,209127.45833333334,108
WI,273463.0833333333,108
WI,212942.58333333334,108
WI,280732.8333333333,108
WI,261299.55555555556,108
WI,301109.5,108
WI,217127.54166666666,108
WI,276554.6666666667,108
WI,231974.45833333334,108
WI,283483.8333333333,108
WI,282490.0,108
WI,260929.08333333334,108
WI,410042.0416666667,108
WI,270337.3333333333,108
WI,425309.0833333333,108
WI,298412.5,108
WI,304523.5,108
WI,244792.66666666666,108
WI,328107.0833333333,108
WI,335273.5,108
WI,323904.4166666667,108
WI,247166.5,108
WI,247869.66666666666,108
WI,193312.0,108
WI,304576.1666666667,108
WI,398086.0,108
WI,243698.5,108
WI,237056.16666666666,108
WI,364768.8333333333,108
WI,258853.33333333334,108
WI,319611.1666666667,108
WI,563674.9166666666,108
WI,260457.66666666666,108
WI,304131.6666666667,108
WI,332254.6666666667,108
WI,314274.5833333333,108
WI,417128.6666666667,108
WI,545610.3333333334,108
WI,300020.5,108
WI,440902.8333333333,108
WI,340418.5,108
WI,326202.3333333333,108
WI,371255.0,108
WI,553320.5833333334,108
WI,246701.91666666666,108
WV,188620.0,74
WV,90560.16666666667,74
WV,243886.58333333334,74
WV,275352.6666666667,74
WV,200694.33333333334,74
WV,165410.97222222222,74
WV,126122.91666666667,74
WV,154560.08333333334,74
WV,215874.0,74
WV,145576.41666666666,74
WV,320081.375,74
WV,198086.58333333334,74
WV,55662.416666666664,74
WV,263337.9166666667,74
WV,168075.83333333334,74
WV,152623.83333333334,74
WV,58806.25,74
WV,148363.25,74
WV,192984.91666666666,74
WV,167456.08333333334,74
WV,122062.75,74
WV,209029.33333333334,74
WV,105994.08333333333,74
WV,165549.66666666666,74
WV,193960.33333333334,74
WV,160937.66666666666,74
WV,199313.33333333334,74
WV,144473.58333333334,74
WV,242648.5,74
WV,131966.75,74
WV,189846.16666666666,74
WV,173981.25,74
WV,122843.33333333333,74
WV,203728.58333333334,74
WV,166072.25,74
WV,211714.83333333334,74
WV,329308.0833333333,74
WV,174528.66666666666,74
WV,243680.0,74
WV,208779.16666666666,74
WV,116726.91666666667,74
WV,328032.0833333333,74
WV,340006.3333333333,74
WV,188356.16666666666,74
WV,122609.83333333333,74
WV,251896.83333333334,74
WV,214809.41666666666,74
WY,206209.83333333334,5
WY,360453.9583333333,5
WY,287049.8333333333,5
WY,245000.47222222222,5
WY,417356.26666666666,5
WY,1901895.9166666667,5
WY,369577.8333333333,5
WY,244374.625,5
WY,455158.6666666667,5
WY,285269.75,5
WY,357879.1666666667,5
